MonthClaimed,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,AccidentArea_IsUrban,Sex_IsMale,Fault_IsPolicyholder,PoliceReportFiled_IsYes,WitnessPresent_IsYes,AgentType_IsExternal,isWithinAgeRange_IsTrue,Make_Accura,Make_BMW,Make_Chevrolet,Make_Dodge,Make_Ford,Make_Honda,Make_Jaguar,Make_Lexus,Make_Mazda,Make_Mecedes,Make_Mercury,Make_Nisson,Make_Pontiac,Make_Porche,Make_Saab,Make_Saturn,Make_Toyota,Make_VW,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widow,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Sedan - Liability,PolicyType_Sport - All Perils,PolicyType_Sport - Collision,PolicyType_Utility - All Perils,PolicyType_Utility - Collision,PolicyType_Utility - Liability,Make_Ferrari,PolicyType_Sport - Liability,Normalised_Age
6.0,5.0,0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.8708333748011485
9.0,2.0,1,1.0,1.0,4.0,2.0,1.0,6.0,3.0,2.0,0.0,2.0,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.546320366611552
10.0,1.0,0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.68211589527514
0.0,2.0,1,1.0,2.0,4.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.14067910637455633
2.0,1.0,1,1.0,2.0,4.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.7085768707063503
8.0,1.0,0,1.0,2.0,4.0,2.0,1.0,6.0,3.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.6274486186589512
4.0,5.0,0,1.0,3.0,4.0,2.0,3.0,7.0,5.0,3.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4272186579572376
8.0,2.0,0,1.0,2.0,4.0,2.0,2.0,7.0,5.0,1.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.4272186579572376
10.0,5.0,0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.9519616268485477
11.0,1.0,0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.1953463829907451
5.0,1.0,1,1.0,2.0,4.0,2.0,2.0,6.0,3.0,3.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.4651921145641529
0.0,1.0,0,1.0,2.0,4.0,2.0,0.0,6.0,4.0,3.0,0.0,0.0,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.30293561046935463
9.0,1.0,0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.0330898788959468
2.0,5.0,1,2.0,3.0,4.0,2.0,0.0,6.0,4.0,3.0,3.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.34609040590983847
8.0,1.0,0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,3.0,0.0,0.0,2.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7897051227537495
6.0,1.0,0,1.0,3.0,4.0,2.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.4272186579572376
11.0,1.0,0,1.0,3.0,4.0,2.0,0.0,7.0,6.0,3.0,4.0,1.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.6441424386682246
5.0,5.0,0,1.0,0.0,4.0,2.0,3.0,6.0,4.0,2.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.38406386251675373
10.0,3.0,0,1.0,1.0,3.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1838339018150402
4.0,1.0,0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2649621538624393
3.0,1.0,1,1.0,3.0,4.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5894751620520359
9.0,1.0,0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,0.0,0.0,0.0,2.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.536553211189615
4.0,1.0,1,1.0,3.0,4.0,2.0,1.0,6.0,4.0,3.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.14067910637455633
1.0,1.0,0,1.0,2.0,4.0,2.0,0.0,6.0,3.0,0.0,0.0,2.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.7085768707063503
2.0,1.0,0,1.0,3.0,4.0,2.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.6441424386682246
0.0,1.0,0,1.0,1.0,4.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.22180735842195548
8.0,2.0,0,1.0,1.0,4.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.14067910637455633
2.0,2.0,0,1.0,3.0,4.0,2.0,0.0,6.0,4.0,1.0,0.0,0.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.38406386251675373
6.0,2.0,0,1.0,1.0,4.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10270564976764107
5.0,1.0,0,1.0,2.0,4.0,2.0,1.0,7.0,4.0,3.0,0.0,0.0,0.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.30293561046935463
5.0,1.0,0,1.0,0.0,4.0,2.0,0.0,6.0,4.0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.14067910637455633
11.0,1.0,0,3.0,2.0,4.0,2.0,0.0,6.0,4.0,3.0,0.0,0.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1838339018150402
3.0,2.0,0,1.0,1.0,4.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.22180735842195548
4.0,1.0,0,1.0,0.0,4.0,2.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.2764746350381442
2.0,1.0,0,1.0,0.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.1953463829907451
4.0,3.0,0,1.0,2.0,4.0,2.0,2.0,7.0,6.0,2.0,0.0,0.0,2.0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.887527194810422
11.0,1.0,0,1.0,2.0,4.0,2.0,0.0,7.0,5.0,3.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0762446743364307
2.0,1.0,0,1.0,0.0,4.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.546320366611552
3.0,2.0,1,1.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9519616268485477
11.0,1.0,0,1.0,2.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.6009876432277408
6.0,2.0,0,1.0,2.0,4.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.4272186579572376
5.0,5.0,0,1.0,2.0,4.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.15737292638383
6.0,5.0,0,1.0,0.0,4.0,2.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.021577397720241934
4.0,3.0,0,1.0,1.0,4.0,2.0,2.0,7.0,6.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5630141866208256
1.0,1.0,0,1.0,0.0,4.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.9139881702416325
8.0,2.0,0,1.0,1.0,4.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.6274486186589512
6.0,2.0,0,1.0,1.0,4.0,2.0,2.0,7.0,5.0,3.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7517316661468342
0.0,1.0,0,1.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7897051227537495
1.0,2.0,0,1.0,2.0,4.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.22180735842195548
0.0,3.0,0,1.0,2.0,4.0,2.0,3.0,7.0,6.0,3.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.5630141866208256
6.0,2.0,0,1.0,2.0,4.0,2.0,1.0,7.0,6.0,1.0,0.0,0.0,2.0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.5630141866208256
4.0,5.0,1,1.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.68211589527514
11.0,2.0,0,1.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.238501178431229
6.0,1.0,0,1.0,3.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.1953463829907451
11.0,2.0,0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.6274486186589512
3.0,1.0,0,1.0,2.0,4.0,2.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.4651921145641529
2.0,2.0,0,1.0,3.0,4.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5083469100046367
7.0,3.0,1,1.0,2.0,4.0,2.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8328599181942333
4.0,1.0,0,1.0,3.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.1953463829907451
0.0,1.0,0,1.0,2.0,4.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.021577397720241934
9.0,2.0,0,1.0,1.0,4.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.6441424386682246
3.0,1.0,0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.1953463829907451
3.0,1.0,0,1.0,3.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.0330898788959468
7.0,2.0,0,3.0,0.0,4.0,2.0,3.0,7.0,5.0,2.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5894751620520359
2.0,1.0,0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,0.0,4.0,1.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.1953463829907451
2.0,2.0,1,1.0,1.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.7085768707063503
7.0,2.0,0,1.0,3.0,4.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.8708333748011485
1.0,1.0,1,1.0,2.0,4.0,2.0,2.0,6.0,3.0,3.0,0.0,0.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7085768707063503
10.0,2.0,0,1.0,1.0,4.0,2.0,2.0,7.0,5.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5894751620520359
6.0,5.0,0,1.0,0.0,4.0,2.0,2.0,7.0,5.0,2.0,0.0,0.0,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7517316661468342
11.0,5.0,0,2.0,2.0,4.0,2.0,2.0,6.0,3.0,2.0,3.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.6274486186589512
0.0,2.0,0,1.0,0.0,4.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.6176814632370142
5.0,1.0,0,1.0,0.0,4.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9686554468578212
0.0,1.0,0,1.0,3.0,4.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,2.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7085768707063503
4.0,2.0,0,1.0,3.0,4.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.30293561046935463
8.0,1.0,0,1.0,3.0,4.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5894751620520359
0.0,1.0,0,1.0,2.0,4.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.34609040590983847
2.0,1.0,1,1.0,2.0,4.0,2.0,1.0,6.0,4.0,1.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.2649621538624393
0.0,1.0,0,1.0,1.0,4.0,2.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.104450975521409
6.0,2.0,0,1.0,1.0,4.0,2.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.14067910637455633
9.0,4.0,1,1.0,3.0,4.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.021577397720241934
8.0,1.0,0,1.0,3.0,4.0,2.0,3.0,6.0,3.0,1.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.1953463829907451
9.0,1.0,1,1.0,0.0,4.0,2.0,1.0,6.0,3.0,1.0,0.0,0.0,1.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.546320366611552
2.0,1.0,0,1.0,1.0,4.0,2.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.7085768707063503
4.0,5.0,0,1.0,0.0,4.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.4651921145641529
5.0,2.0,0,1.0,3.0,4.0,2.0,1.0,6.0,4.0,3.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.1838339018150402
6.0,1.0,0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.6274486186589512
0.0,1.0,1,1.0,0.0,4.0,2.0,1.0,6.0,3.0,1.0,0.0,0.0,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.7085768707063503
8.0,5.0,0,1.0,1.0,4.0,2.0,3.0,7.0,5.0,1.0,0.0,0.0,2.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.670603414099435
11.0,5.0,0,1.0,2.0,4.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.670603414099435
0.0,1.0,0,1.0,3.0,4.0,2.0,3.0,7.0,4.0,0.0,0.0,0.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.10270564976764107
10.0,0.0,0,1.0,0.0,4.0,2.0,1.0,7.0,5.0,3.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7517316661468342
2.0,1.0,0,1.0,2.0,4.0,2.0,3.0,6.0,4.0,3.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2649621538624393
8.0,1.0,0,1.0,1.0,4.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7897051227537495
2.0,2.0,0,1.0,1.0,4.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.34609040590983847
